Model,F1,AUC,Recall,Precision,Threshold,F1@0.5,Recall@0.5,Precision@0.5,BestValF1,BestValAUC,BestEpoch
Classical,0.2857142857142857,0.8488276429452899,0.19230769230769232,0.5555555555555556,0.9207070707070707,0.21761658031088082,0.8076923076923077,0.12574850299401197,0.7555555555555555,0.9594814670054068,6
