Model,F1,AUC,Recall,Precision,Threshold,F1@0.5,Recall@0.5,Precision@0.5,BestValF1,BestValAUC,BestEpoch
Quantum,0.1111111111111111,0.4902817770464829,0.34615384615384615,0.0661764705882353,0.4802020202020202,0.12,0.11538461538461539,0.125,0.22485207100591717,0.5409419581786202,3
