Model,F1,AUC,Recall,Precision,Threshold,F1@0.5,Recall@0.5,Precision@0.5,BestValF1,BestValAUC,BestEpoch
Quantum,0.0967741935483871,0.448323735088441,0.34615384615384615,0.05625,0.495050505050505,0.09195402298850575,0.3076923076923077,0.05405405405405406,0.22885572139303484,0.5452413523548955,5
