Model,F1,AUC,Recall,Precision,Threshold,F1@0.5,Recall@0.5,Precision@0.5,BestValF1,BestValAUC,BestEpoch
Hybrid,0.5490196078431373,0.8446112710818593,0.5384615384615384,0.56,0.8761616161616161,0.2100456621004566,0.8846153846153846,0.11917098445595854,0.7608695652173914,0.9628688684776237,6
