Model,F1,AUC,Recall,Precision,Threshold,F1@0.5,Recall@0.5,Precision@0.5,BestValF1,BestValAUC,BestEpoch
Quantum,0.12365591397849462,0.5610859728506787,0.8846153846153846,0.06647398843930635,0.5544444444444444,0.11848341232227488,0.9615384615384616,0.06313131313131314,0.20103092783505155,0.48778581199921833,4
