Model,F1,AUC,Recall,Precision,Threshold,F1@0.5,Recall@0.5,Precision@0.5,BestValF1,BestValAUC,BestEpoch
Quantum,0.09142857142857143,0.4736219662690251,0.3076923076923077,0.053691275167785234,0.5197979797979798,0.0962962962962963,0.5,0.05327868852459016,0.2553191489361702,0.5936746791739952,13
