Model,Epsilon,Clean_F1,Attacked_F1,Drop_Percent,Retained_Percent,Clean_AUC,Attacked_AUC,AUC_Drop_Percent,AUC_Retained_Percent
Q-GAD (Full),0.01,0.8211382113821138,0.7894736842105263,3.8561750911933315,96.14382490880666,0.9302978515625,0.89031982421875,4.297336307571185,95.70266369242881
Q-GAD (Full),0.05,0.8211382113821138,0.7251908396946565,11.68467991837352,88.31532008162648,0.9302978515625,0.785400390625,15.575383807899227,84.42461619210077
Q-GAD (Full),0.1,0.8211382113821138,0.48627450980392156,40.7804309842749,59.2195690157251,0.9302978515625,0.561279296875,39.6667104054586,60.3332895945414
Q-GAD (ZeroQuantum),0.01,0.8264462809917356,0.7786259541984732,5.786259541984739,94.21374045801527,0.9317626953125,0.89202880859375,4.264378357133499,95.7356216428665
Q-GAD (ZeroQuantum),0.05,0.8264462809917356,0.708171206225681,14.311284046692604,85.6887159533074,0.9317626953125,0.789306640625,15.288877243547752,84.71112275645226
Q-GAD (ZeroQuantum),0.1,0.8264462809917356,0.4583333333333333,44.54166666666667,55.45833333333333,0.9317626953125,0.5662841796875,39.224420280361585,60.775579719638415
