Method,Epsilon,Clean_F1,Attacked_F1,Drop_Percent
Q-GAD,0.01,0.6666666666666666,0.7572815533980582,-13.592233009708742
Q-GAD,0.05,0.6666666666666666,0.6526315789473685,2.1052631578947265
Q-GAD,0.1,0.6666666666666666,0.5652173913043478,15.217391304347828
